34,2008-10-27 20:37:04,2014-03-09 03:17:26,Lela,Polk,1671 Scenicview Drive,Berkeley,CA,94770,5100739029,2013-12-27 15:01:36,2013-12-27 15:01:36
35,2008-10-30 16:31:59,2014-02-09 06:12:05,Peggy,Miller,100 Stockert Hollow Road,San Francisco,CA,94000,4152223100,2013-12-27 15:01:36,2013-12-27 15:01:36
36,2008-10-31 13:00:14,2014-01-02 23:30:43,Adrienne,Woods,2284 Camden Street,Berkeley,CA,94733,5109032884,2013-12-27 15:01:36,2013-12-27 15:01:36
37,2008-11-24 10:04:08,\N,Cheryl,West,4905 Olive Street,San Francisco,CA,94196,4154281498,2013-12-27 15:01:36,2013-12-27 15:01:36
38,2008-12-12 08:26:32,2014-02-02 02:02:09,Sabrina,Macklin,4445 Khale Street,Santa Rosa,CA,94987,7072365255,2013-12-27 15:01:36,2013-12-27 15:01:36
39,2008-11-30 21:58:17,\N,Leroy,Sears,2161 Peck Street,Sacramento,CA,94275,9169359728,2013-12-27 15:01:36,2013-12-27 15:01:36
40,2008-12-08 17:00:58,2014-03-12 03:54:54,Sharon,Burns,1811 Camden Street,Oakland,CA,94575,5103310733,2013-12-27 15:01:36,2013-12-27 15:01:36
41,2008-10-31 11:36:41,2014-02-07 22:23:50,Bonnie,Rivera,4946 Marion Street,San Mateo,CA,94443,6501043560,2013-12-27 15:01:36,2013-12-27 15:01:36
42,2008-10-22 17:32:48,2014-01-31 09:00:03,Stella,Barrera,4084 Russell Street,Oakland,CA,94573,5102936645,2013-12-27 15:01:36,2013-12-27 15:01:36
43,2008-12-24 19:37:08,2013-12-18 23:42:50,Imogene,Rodgers,2845 Jehovah Drive,Palo Alto,CA,94385,6507578210,2013-12-27 15:01:36,2013-12-27 15:01:36
44,2008-12-21 21:45:05,2013-11-20 21:51:04,Elba,Bennett,2829 Single Street,Santa Rosa,CA,94912,7078270979,2013-12-27 15:01:36,2013-12-27 15:01:36
45,2008-11-08 20:24:50,2014-03-10 23:25:54,Larry,Ary,1858 New York Avenue,San Francisco,CA,94047,4153341559,2013-12-27 15:01:36,2013-12-27 15:01:36
46,2008-11-19 08:55:18,\N,Robert,Knapp,3466 Goosetown Drive,San Mateo,CA,94482,6500347556,2013-12-27 15:01:36,2013-12-27 15:01:36
47,2008-11-05 03:23:35,2013-12-27 00:56:10,Stephanie,Williams,2729 Armbrester Drive,Sacramento,CA,94254,9166078952,2013-12-27 15:01:36,2013-12-27 15:01:36
48,2008-12-26 19:48:51,2014-02-12 18:30:25,Jerome,Cope,4453 Jenna Lane,Berkeley,CA,94797,5108412799,2013-12-27 15:01:36,2013-12-27 15:01:36
49,2008-10-28 02:56:03,\N,Johnnie,Jones,1206 Colony Street,Palo Alto,CA,94366,6506936501,2013-12-27 15:01:36,2013-12-27 15:01:36
50,2008-12-15 13:44:56,2011-05-29 22:42:32,Abdul,Gagne,995 Harvest Lane,Sacramento,CA,94279,9164061665,2013-12-27 15:01:36,2013-12-27 15:01:36
51,2008-11-23 14:05:07,\N,Elizabeth,Kerns,4703 Eva Pearl Street,Richmond,CA,94893,5105370857,2013-12-27 15:01:36,2013-12-27 15:01:36
52,2008-11-21 20:53:26,\N,Odessa,True,3764 Kessla Way,Sacramento,CA,94265,9165538153,2013-12-27 15:01:36,2013-12-27 15:01:36
53,2008-12-06 07:44:19,\N,Wanda,Monson,1046 Hill Haven Drive,San Francisco,CA,94068,4157880663,2013-12-27 15:01:36,2013-12-27 15:01:36
54,2008-11-08 04:34:46,\N,Christopher,Block,3346 Sharon Lane,San Mateo,CA,94464,6503380858,2013-12-27 15:01:36,2013-12-27 15:01:36
55,2008-11-14 12:43:35,2013-11-05 17:01:38,Michael,Thompson,1015 Lake Floyd Circle,Sacramento,CA,94220,9165667100,2013-12-27 15:01:36,2013-12-27 15:01:36
56,2008-12-30 15:52:10,\N,Terrell,Hardiman,1521 Flint Street,Richmond,CA,94824,5105042495,2013-12-27 15:01:36,2013-12-27 15:01:36
57,2008-11-09 12:52:27,2014-01-11 23:02:07,Rebekah,Welton,4363 Fraggle Drive,San Francisco,CA,94134,4153765745,2013-12-27 15:01:36,2013-12-27 15:01:36
58,2008-11-11 11:10:26,\N,Donald,McRae,4826 Nutter Street,Palo Alto,CA,94303,6508837704,2013-12-27 15:01:36,2013-12-27 15:01:36
59,2008-12-15 11:42:21,2014-01-12 20:48:01,James,Parker,150 Walton Street,Santa Rosa,CA,94959,7077628650,2013-12-27 15:01:36,2013-12-27 15:01:36
60,2008-11-03 14:13:54,2013-03-25 17:23:05,Irwin,Clatterbuck,1898 Baker Avenue,Sacramento,CA,94289,9167320082,2013-12-27 15:01:36,2013-12-27 15:01:36
61,2008-11-16 12:08:28,\N,Carrie,Miller,3 Wexford Way,Oakland,CA,94640,5101878511,2013-12-27 15:01:36,2013-12-27 15:01:36
62,2008-12-21 02:12:13,2013-12-30 17:24:31,Nick,Booker,1918 Stadium Drive,San Francisco,CA,94014,4154448324,2013-12-27 15:01:36,2013-12-27 15:01:36
63,2008-10-26 19:33:13,\N,Edna,Thelen,1665 Hickory Street,San Mateo,CA,94479,6504720815,2013-12-27 15:01:36,2013-12-27 15:01:36
64,2008-12-11 05:48:56,\N,Eddie,Henderson,2030 Sycamore Fork Road,Oakland,CA,94594,5100714171,2013-12-27 15:01:36,2013-12-27 15:01:36
65,2008-11-16 18:30:47,2013-12-27 07:47:02,Peter,Tran,2130 Station Street,San Francisco,CA,94083,4154727466,2013-12-27 15:01:36,2013-12-27 15:01:36
66,2008-11-12 00:50:02,\N,Charles,Whitmire,4352 Winding Way,Richmond,CA,94872,5108993121,2013-12-27 15:01:36,2013-12-27 15:01:36
67,2008-11-26 15:57:07,\N,Asa,Carter,4475 Viking Drive,Palo Alto,CA,94344,6506793197,2013-12-27 15:01:36,2013-12-27 15:01:36
68,2008-11-02 08:59:23,2012-12-30 15:42:43,Walter,Greiner,4383 Coburn Hollow Road,Santa Rosa,CA,94959,7078264501,2013-12-27 15:01:36,2013-12-27 15:01:36
69,2008-11-10 20:44:12,\N,Victoria,Yanes,2876 Liberty Avenue,San Mateo,CA,94408,6504856395,2013-12-27 15:01:36,2013-12-27 15:01:36
70,2008-12-05 02:01:42,2013-11-05 23:55:37,Debra,Newman,2997 Harley Brook Lane,Richmond,CA,94895,5102169099,2013-12-27 15:01:36,2013-12-27 15:01:36
71,2008-10-29 17:03:34,\N,Elizabeth,White,1454 Bingamon Branch Road,Oakland,CA,94642,5104976590,2013-12-27 15:01:36,2013-12-27 15:01:36
72,2008-11-06 20:13:43,2014-02-14 08:08:12,Bessie,Atwood,2053 Collins Street,Sacramento,CA,94247,9164161123,2013-12-27 15:01:36,2013-12-27 15:01:36
73,2008-11-29 12:30:14,\N,Donald,Loveless,1779 Eagle Lane,Richmond,CA,94868,5102161715,2013-12-27 15:01:36,2013-12-27 15:01:36
74,2008-11-10 20:10:52,\N,Terry,Todd,2938 Wildwood Street,Santa Rosa,CA,94972,7073420756,2013-12-27 15:01:36,2013-12-27 15:01:36
75,2008-12-14 00:24:25,\N,Michael,Rivera,1344 Stutler Lane,Palo Alto,CA,94385,6503777644,2013-12-27 15:01:36,2013-12-27 15:01:36
76,2008-12-02 22:54:37,\N,Raymond,Willis,2244 Mercer Street,Santa Rosa,CA,94932,7075046904,2013-12-27 15:01:36,2013-12-27 15:01:36
77,2008-11-27 00:38:05,\N,Doris,Miller,2928 Bel Meadow Drive,Berkeley,CA,94769,5102555518,2013-12-27 15:01:36,2013-12-27 15:01:36
78,2008-11-18 16:54:37,2014-02-03 05:50:38,Alice,Williams,4261 Sycamore Lake Road,Richmond,CA,94804,5100765075,2013-12-27 15:01:36,2013-12-27 15:01:36
79,2008-11-27 08:33:37,\N,Efrain,Bradley,4248 Terra Street,Sacramento,CA,94249,9162288377,2013-12-27 15:01:36,2013-12-27 15:01:36
80,2008-12-21 10:21:02,\N,Monika,Shapiro,1516 Hinkle Lake Road,Palo Alto,CA,94345,6504077667,2013-12-27 15:01:36,2013-12-27 15:01:36
81,2008-10-25 03:02:42,\N,Byron,Whitten,4179 Simpson Square,San Francisco,CA,94093,4151689358,2013-12-27 15:01:36,2013-12-27 15:01:36
82,2008-12-16 10:22:59,\N,Alexander,Austin,2049 Parkway Street,Palo Alto,CA,94338,6506381985,2013-12-27 15:01:36,2013-12-27 15:01:36
83,2008-11-02 17:12:12,2013-07-18 16:42:36,Melissa,Roman,3539 James Martin Circle,Oakland,CA,94624,5100464622,2013-12-27 15:01:36,2013-12-27 15:01:36
84,2008-11-01 05:31:38,\N,Jason,Slaughter,2976 Weekley Street,Berkeley,CA,94791,5106495580,2013-12-27 15:01:36,2013-12-27 15:01:36
85,2008-12-15 15:07:15,2013-12-06 01:19:58,Carolina,Knox,1351 Washington Avenue,Palo Alto,CA,94354,6509194497,2013-12-27 15:01:36,2013-12-27 15:01:36
86,2008-12-11 00:56:11,\N,Matthew,Gould,4840 Deer Haven Drive,San Mateo,CA,94416,6504620037,2013-12-27 15:01:36,2013-12-27 15:01:36
87,2008-11-05 07:46:54,2012-06-20 19:54:49,Linda,Pope,3244 Shobe Lane,Oakland,CA,94529,5103553154,2013-12-27 15:01:36,2013-12-27 15:01:36
88,2008-11-07 17:32:17,\N,Elaine,Robinson,3019 Romano Street,Berkeley,CA,94711,5107800372,2013-12-27 15:01:36,2013-12-27 15:01:36
89,2008-11-26 02:36:54,\N,Kathleen,Trotter,928 Freedom Lane,San Mateo,CA,94452,6509633364,2013-12-27 15:01:36,2013-12-27 15:01:36
90,2008-11-30 13:40:04,\N,Julie,Pace,470 Pleasant Hill Road,Palo Alto,CA,94397,6505373284,2013-12-27 15:01:36,2013-12-27 15:01:36
91,2008-11-11 21:08:07,\N,Connie,Guzman,3381 Jacobs Street,Palo Alto,CA,94309,6500003096,2013-12-27 15:01:36,2013-12-27 15:01:36
92,2008-11-14 09:14:15,\N,Douglas,Robinson,3456 Lena Lane,Berkeley,CA,94773,5105968461,2013-12-27 15:01:36,2013-12-27 15:01:36
93,2008-11-26 08:12:50,\N,Jennifer,Burns,4970 Parker Drive,Sacramento,CA,94207,9168096632,2013-12-27 15:01:36,2013-12-27 15:01:36
94,2008-12-25 08:46:26,\N,Rodney,Bedgood,651 University Hill Road,Berkeley,CA,94718,5101685872,2013-12-27 15:01:36,2013-12-27 15:01:36
95,2008-10-23 05:18:21,\N,Tara,Ring,4754 Tea Berry Lane,San Francisco,CA,94052,4157361112,2013-12-27 15:01:36,2013-12-27 15:01:36
96,2008-11-16 00:16:01,\N,Michael,Nail,4805 Chapmans Lane,Santa Rosa,CA,94953,7078825479,2013-12-27 15:01:36,2013-12-27 15:01:36
97,2008-11-21 23:52:44,\N,Tammy,Dameron,3479 Pick Street,San Francisco,CA,94055,4152268873,2013-12-27 15:01:36,2013-12-27 15:01:36
98,2008-12-24 09:32:05,2013-12-15 17:43:27,Terrie,Jacobs,222 Tea Berry Lane,Sacramento,CA,94265,9166856334,2013-12-27 15:01:36,2013-12-27 15:01:36
99,2008-11-19 12:55:08,\N,Gerald,Bellomy,2822 Randall Drive,San Francisco,CA,94191,4151487983,2013-12-27 15:01:36,2013-12-27 15:01:36
100,2008-10-28 17:54:33,\N,Manuel,Cerrato,3140 Pinewood Drive,Palo Alto,CA,94391,6508183946,2013-12-27 15:01:36,2013-12-27 15:01:36
101,2008-11-07 02:54:42,\N,Linda,Moore,4520 Raintree Boulevard,San Mateo,CA,94451,6509252168,2013-12-27 15:01:37,2013-12-27 15:01:37
102,2008-10-22 05:07:55,\N,Kimberly,Winter,2400 Jefferson Street,San Mateo,CA,94406,6504118443,2013-12-27 15:01:37,2013-12-27 15:01:37
103,2008-12-14 08:39:26,\N,Arthur,McDonald,2710 Tibbs Avenue,San Francisco,CA,94191,4158518861,2013-12-27 15:01:37,2013-12-27 15:01:37
104,2008-11-14 09:42:58,2014-01-03 11:36:49,Jason,Booth,177 Elsie Drive,Sacramento,CA,94292,9160172025,2013-12-27 15:01:37,2013-12-27 15:01:37
105,2008-12-10 06:13:10,2014-02-20 04:46:25,June,Green,4767 Shobe Lane,Sacramento,CA,94272,9169543514,2013-12-27 15:01:37,2013-12-27 15:01:37
106,2008-12-25 14:39:07,2014-02-24 06:58:25,Terry,Studer,969 Nicholas Street,Richmond,CA,94822,5103014985,2013-12-27 15:01:37,2013-12-27 15:01:37
107,2008-11-13 11:34:02,\N,Perry,Henderson,4132 Walnut Drive,Oakland,CA,94648,5107870009,2013-12-27 15:01:37,2013-12-27 15:01:37
108,2008-11-30 20:32:16,\N,Ann,Snyder,2474 Charmaine Lane,Berkeley,CA,94770,5102590946,2013-12-27 15:01:37,2013-12-27 15:01:37
109,2008-11-06 14:16:11,2014-02-07 01:46:06,Mary,King,3625 Calvin Street,San Francisco,CA,94108,4158732271,2013-12-27 15:01:37,2013-12-27 15:01:37
110,2008-11-01 19:28:51,\N,Joseph,Young,3950 Riverwood Drive,Berkeley,CA,94715,5105432131,2013-12-27 15:01:37,2013-12-27 15:01:37
111,2008-10-27 08:46:44,2013-12-18 13:05:42,Gillian,Hall,2189 Abia Martin Drive,Santa Rosa,CA,94916,7079263539,2013-12-27 15:01:37,2013-12-27 15:01:37
112,2008-12-08 09:46:33,2014-01-04 08:33:35,Helena,Borrego,1636 Masonic Hill Road,Berkeley,CA,94755,5108166392,2013-12-27 15:01:37,2013-12-27 15:01:37
113,2008-10-27 01:04:35,2014-03-12 02:20:29,Yvonne,Glenn,4159 Bridge Street,San Francisco,CA,94083,4152063057,2013-12-27 15:01:37,2013-12-27 15:01:37
114,2008-12-09 03:03:38,\N,Joe,Williams,4125 Whaley Lane,Santa Rosa,CA,94956,7077716892,2013-12-27 15:01:37,2013-12-27 15:01:37
115,2008-12-15 23:40:47,2014-01-23 11:39:04,Candice,Albert,3515 Maple Street,Oakland,CA,94687,5106594978,2013-12-27 15:01:37,2013-12-27 15:01:37
116,2008-12-31 04:32:57,\N,Gregory,Chatman,1228 Kelly Street,Berkeley,CA,94726,5109231140,2013-12-27 15:01:37,2013-12-27 15:01:37
117,2008-11-24 08:50:49,\N,Rodney,Borg,410 Bernardo Street,Richmond,CA,94841,5100254393,2013-12-27 15:01:37,2013-12-27 15:01:37
118,2008-11-16 15:44:16,2013-01-17 22:26:13,Charles,Whitham,822 School Street,San Francisco,CA,94000,4151194809,2013-12-27 15:01:37,2013-12-27 15:01:37
119,2008-12-21 11:58:33,\N,David,Abbott,2578 West Fork Street,Oakland,CA,94618,5104717714,2013-12-27 15:01:37,2013-12-27 15:01:37
120,2008-12-03 12:45:31,\N,James,Cousins,3930 Ashton Lane,Oakland,CA,94557,5100917519,2013-12-27 15:01:37,2013-12-27 15:01:37
121,2008-11-16 16:36:30,\N,John,Helt,1273 Owagner Lane,Richmond,CA,94850,5102278054,2013-12-27 15:01:37,2013-12-27 15:01:37
122,2008-12-09 08:30:44,\N,Larry,Carnes,1244 George Avenue,San Francisco,CA,94149,4151334128,2013-12-27 15:01:37,2013-12-27 15:01:37
123,2008-12-26 01:45:29,\N,Robert,Fontana,4440 Turkey Pen Lane,Oakland,CA,94503,5108351148,2013-12-27 15:01:37,2013-12-27 15:01:37
124,2008-12-18 15:53:43,\N,Christine,Ingram,1489 Coburn Hollow Road,Berkeley,CA,94753,5101359220,2013-12-27 15:01:37,2013-12-27 15:01:37
125,2008-12-11 16:14:17,2014-01-19 16:31:35,Annie,Parmer,3808 Ryan Road,Oakland,CA,94600,5105742320,2013-12-27 15:01:37,2013-12-27 15:01:37
126,2008-11-21 14:42:17,\N,Keith,Branan,1004 Ersel Street,Oakland,CA,94622,5107011490,2013-12-27 15:01:37,2013-12-27 15:01:37
127,2008-11-17 14:25:03,2014-01-21 09:48:13,Kenneth,Russell,1895 Bird Spring Lane,Richmond,CA,94839,5105740820,2013-12-27 15:01:37,2013-12-27 15:01:37
128,2008-11-18 11:15:06,2014-01-05 03:10:33,Norman,Gregory,2413 Brannon Street,Oakland,CA,94591,5104609334,2013-12-27 15:01:37,2013-12-27 15:01:37
129,2008-11-11 08:03:51,2014-02-03 11:09:09,Donald,Gray,186 Nixon Avenue,San Francisco,CA,94101,4156369468,2013-12-27 15:01:37,2013-12-27 15:01:37
130,2008-11-20 02:34:13,\N,Maynard,Penley,228 Stiles Street,San Mateo,CA,94456,6500309764,2013-12-27 15:01:37,2013-12-27 15:01:37
131,2008-12-01 11:32:48,2014-03-04 21:56:02,Renee,Torres,4277 Abia Martin Drive,Berkeley,CA,94779,5103129955,2013-12-27 15:01:37,2013-12-27 15:01:37
132,2008-12-16 20:56:43,2013-12-15 04:33:25,John,Mayers,4091 Oral Lake Road,Oakland,CA,94662,5108560027,2013-12-27 15:01:37,2013-12-27 15:01:37
133,2008-11-16 09:05:35,2013-11-21 01:35:35,Barbara,Sipple,4956 Doctors Drive,San Francisco,CA,94044,4155411031,2013-12-27 15:01:37,2013-12-27 15:01:37
134,2008-11-19 13:01:35,\N,Grace,Pollack,3120 D Street,Palo Alto,CA,94378,6509705542,2013-12-27 15:01:37,2013-12-27 15:01:37
135,2008-12-06 15:38:28,2013-06-05 01:53:02,Robert,Estevez,4720 Dovetail Drive,San Mateo,CA,94400,6500527122,2013-12-27 15:01:37,2013-12-27 15:01:37
136,2008-11-30 04:16:50,\N,Rick,Glynn,4956 Lyon Avenue,Santa Rosa,CA,94927,7071549793,2013-12-27 15:01:37,2013-12-27 15:01:37
137,2008-12-15 00:07:55,2014-01-09 20:58:58,Thomas,Morin,1155 Stiles Street,Oakland,CA,94535,5105812500,2013-12-27 15:01:37,2013-12-27 15:01:37
138,2008-11-06 11:50:45,\N,Jerry,Widner,1128 Braxton Street,Oakland,CA,94519,5102002097,2013-12-27 15:01:37,2013-12-27 15:01:37
139,2008-11-25 11:49:01,\N,Pauline,Johnson,2858 Saint Marys Avenue,San Francisco,CA,94134,4158137999,2013-12-27 15:01:37,2013-12-27 15:01:37
140,2008-12-27 07:55:50,\N,Minnie,Gallagher,1503 Burnside Avenue,San Mateo,CA,94426,6508179983,2013-12-27 15:01:37,2013-12-27 15:01:37
141,2008-11-04 08:42:47,2014-02-12 03:20:02,Brian,Flores,3317 Conaway Street,Santa Rosa,CA,94947,7071703434,2013-12-27 15:01:37,2013-12-27 15:01:37
142,2008-12-13 02:59:53,\N,Dorothy,Harris,4400 Cambridge Drive,Sacramento,CA,94287,9161043582,2013-12-27 15:01:37,2013-12-27 15:01:37
143,2008-10-24 06:21:08,\N,Eric,Brown,4679 Patterson Road,Berkeley,CA,94723,5101314343,2013-12-27 15:01:37,2013-12-27 15:01:37
144,2008-12-25 13:59:10,\N,Regina,Rhodes,524 Duke Lane,San Mateo,CA,94490,6506086960,2013-12-27 15:01:37,2013-12-27 15:01:37
145,2008-12-01 05:36:46,\N,Joseph,Gidney,4360 Simpson Avenue,San Francisco,CA,94150,4159236642,2013-12-27 15:01:37,2013-12-27 15:01:37
146,2008-11-26 03:03:09,2014-01-14 23:16:45,Steven,Rivers,681 Bolman Court,Oakland,CA,94690,5102345775,2013-12-27 15:01:37,2013-12-27 15:01:37
147,2008-12-12 11:40:25,2013-11-07 12:18:31,Vincent,Baker,805 Centennial Farm Road,San Francisco,CA,94021,4152666185,2013-12-27 15:01:37,2013-12-27 15:01:37
148,2008-12-24 14:30:37,2013-12-29 23:29:29,Johnny,Vargas,4037 Carolina Avenue,San Francisco,CA,94136,4156958714,2013-12-27 15:01:37,2013-12-27 15:01:37
149,2008-11-28 11:21:24,\N,Laura,Smith,1381 Weekley Street,Richmond,CA,94837,5109171836,2013-12-27 15:01:37,2013-12-27 15:01:37
150,2008-12-11 05:39:18,\N,Cynthia,Koeller,2014 Brown Street,Oakland,CA,94608,5103342837,2013-12-27 15:01:37,2013-12-27 15:01:37
151,2008-11-17 05:15:18,\N,Roy,Thornton,3534 Moonlight Drive,Berkeley,CA,94735,5109059690,2013-12-27 15:01:37,2013-12-27 15:01:37
152,2008-11-05 09:29:44,2012-11-27 17:35:54,Howard,Dixon,4697 Hornor Avenue,Richmond,CA,94876,5102842973,2013-12-27 15:01:37,2013-12-27 15:01:37
153,2008-11-24 21:44:18,\N,Pete,Barnett,2777 Valley Lane,Berkeley,CA,94739,5109386751,2013-12-27 15:01:37,2013-12-27 15:01:37
154,2008-11-04 18:02:59,\N,Leroy,Tweed,3118 Tibbs Avenue,Oakland,CA,94660,5105151362,2013-12-27 15:01:37,2013-12-27 15:01:37
155,2008-12-13 13:16:32,\N,Jason,Stone,4290 Victoria Court,Oakland,CA,94641,5100070505,2013-12-27 15:01:37,2013-12-27 15:01:37
156,2008-11-13 17:31:00,2014-03-04 14:36:13,Joyce,Cochran,846 Coburn Hollow Road,Berkeley,CA,94721,5103620670,2013-12-27 15:01:37,2013-12-27 15:01:37
157,2008-11-08 15:27:47,2014-03-01 03:25:13,Jenny,Reiser,426 Sycamore Lake Road,Berkeley,CA,94708,5109004086,2013-12-27 15:01:37,2013-12-27 15:01:37
158,2008-12-18 01:27:26,\N,Paulette,Faulk,590 Roy Alley,Santa Rosa,CA,94917,7079941027,2013-12-27 15:01:37,2013-12-27 15:01:37
159,2008-11-29 05:21:08,\N,Belkis,Guerra,1254 Kenwood Place,Santa Rosa,CA,94935,7075747305,2013-12-27 15:01:37,2013-12-27 15:01:37
160,2008-12-29 14:29:41,\N,Bonnie,Branch,1868 Willison Street,Richmond,CA,94886,5108487518,2013-12-27 15:01:37,2013-12-27 15:01:37
161,2008-12-10 00:21:21,\N,Israel,Edmonds,3369 Victoria Court,Richmond,CA,94865,5103752205,2013-12-27 15:01:37,2013-12-27 15:01:37
162,2008-11-02 21:09:51,2013-11-16 10:46:04,Whitney,Lake,913 Cost Avenue,Santa Rosa,CA,94901,7075305713,2013-12-27 15:01:37,2013-12-27 15:01:37
163,2008-12-21 06:22:18,\N,Patrick,Mason,2946 Scenic Way,Palo Alto,CA,94339,6502573265,2013-12-27 15:01:37,2013-12-27 15:01:37
164,2008-12-20 17:08:20,\N,Renee,Hudson,3107 Whispering Pines Circle,Berkeley,CA,94766,5103176493,2013-12-27 15:01:37,2013-12-27 15:01:37
